id,old_col1,old_col2,old_col3,new_col1,new_col2,new_col3
57163,945,0.9074475999696573,D,150,0.024425387726826342,D
500189,229,0.6306095717867884,B,486,0.6112739730606801,B
223364,257,0.7288595029030803,D,466,0.41444101099771935,D
908200,135,0.3217084339122379,B,151,0.6560580111117841,B
676024,31,0.9835976429105157,A,914,0.7509644766184729,A
769313,687,0.6426262547783005,B,797,0.4251461939427341,B
208542,267,0.17441827022008916,B,823,0.9579660422795397,B
570023,52,0.7400473383286478,D,467,0.13333910555702888,D
590789,997,0.9259076007733535,A,860,0.6376614367761563,A
797918,198,0.30554599084639733,B,730,0.2857281508631525,B
412914,614,0.3725734417399199,A,965,0.3517588026718247,A
20724,569,0.6636344731093917,D,279,0.4358359760466366,D
133445,278,0.8192090529484898,C,398,0.33612954369838244,C
594320,315,0.41304266744285656,B,637,0.5341236295325044,B
289271,423,0.635066215457067,C,51,0.2601563139193047,C
759072,564,0.1683032577054735,A,465,0.32684580488130854,A
459312,982,0.6139051418690923,C,481,0.01938328705001069,C
362492,133,0.22768152866377933,C,665,0.06861837045276942,C
184541,413,0.44877206102782774,B,859,0.020380017320332344,B
751875,703,0.35894386144682433,A,244,0.12622097487420625,A
799742,851,0.9564881717029007,C,987,0.31103891959859986,C
324731,6,0.972869022503243,C,713,0.772480884951224,C
549177,582,0.8238963663441211,D,443,0.9607875672145786,D
308538,212,0.0685800573507146,D,751,0.5217467469384799,D
48879,701,0.20336970739570415,C,285,0.881631184002772,C
512418,898,0.39626182441966695,C,768,0.46470846660323173,C
892833,482,0.887203414719888,C,499,0.212119850179739,C
874099,535,0.06992341549503212,B,95,0.2942355813204973,B
773849,850,0.588937855761281,A,123,0.7212843313260696,A
238282,695,0.9050073347148074,B,760,0.5358639653837498,B
791797,46,0.6204442061638828,D,852,0.19411757809107344,D
756680,390,0.1551523714880152,A,369,0.17944154368540333,A
255075,706,0.17741125459435614,B,725,0.5341350892676633,B
361882,378,0.1821683243443878,C,997,0.05452602023898778,C
461394,537,0.08224276988336243,C,893,0.012265403375507966,C
793919,760,0.8324601813737343,C,988,0.051376717183577836,C
302233,723,0.11277439059801031,D,841,0.06534343511393248,D
669564,678,0.6251898782567381,D,590,0.6294457069519983,D
944071,752,0.5341116554853841,B,155,0.14919758447365516,B
899740,498,0.9360481844774701,B,571,0.7644434453261942,B
521907,707,0.5247840777369418,D,245,0.17381354832643447,D
5798,368,0.7620822732937557,A,160,0.002675722602885733,A
84621,791,0.609583006857006,D,295,0.7069558298790333,D
646493,411,0.4198648171294078,C,557,0.22480945026602384,C
318132,443,0.9283306870207906,D,930,0.2656324716406402,D
447288,677,0.17163256003526284,C,73,0.05963803951384705,C
861293,929,0.37462483576698435,C,479,0.6886779912120937,C
819383,425,0.191688846465219,C,612,0.03986078418361305,C
960498,0,0.9084203173582199,B,234,0.9619111021928367,B
70385,105,0.6169861177519737,C,599,0.43588498707700307,C
849113,424,0.7131751479429638,B,481,0.34796105629465046,B
605869,792,0.8618767956878375,B,993,0.7725479260398078,B
103090,552,0.43218271969509736,D,192,0.5184393924607288,D
303051,727,0.6135823543785481,A,208,0.26705623827293246,A
286250,335,0.4447501046826501,D,949,0.2880291449883289,D
298131,879,0.17332447038668797,D,663,0.8321431737689012,D
73416,925,0.9257878936650157,B,467,0.5512650768804697,B
38429,325,0.38529445789530636,A,943,0.5993775986748999,A
941268,455,0.8286906481230595,A,457,0.5385805777038737,A
530481,535,0.017584443519628068,B,714,0.23880554416624933,B
957615,777,0.04624949640828768,D,876,0.7755444750992588,D
763618,935,0.8486987597996793,B,325,0.7447051515651959,B
650709,491,0.6192057046850387,B,129,0.5022911501329659,B
650725,558,0.19373580027958326,A,538,0.910441677696467,A
722837,304,0.22266092611292654,B,739,0.14415541596694748,B
163498,317,0.8676628372974282,C,710,0.29946608024406474,C
230690,816,0.24791885627718813,A,47,0.3243746667813022,A
297854,629,0.5693158298709068,C,300,0.3584633423003635,C
434251,186,0.12697252647553958,D,250,0.53116631814876,D
473904,387,0.06617342355067712,D,80,0.6094917868885368,D
242127,238,0.6786246762544496,D,472,0.6379046310035685,D
624407,769,0.0073374853509439175,B,393,0.8533354586601858,B
136898,708,0.193436269576593,D,242,0.381364297657629,D
95529,209,0.22602174934831576,C,849,0.6582298159286807,C
111393,456,0.7910645417103647,A,579,0.865067397697266,A
674784,939,0.9148037032348393,B,621,0.8019319575452876,B
208354,596,0.796675085902932,B,651,0.1901319892770883,B
890648,941,0.39070582823887823,D,593,0.36486123302846973,D
528474,524,0.2374287491595437,C,92,0.9096278123193268,C
774556,753,0.6873077485171754,C,263,0.9140489535383121,C
98560,386,0.03379684410327466,B,144,0.7541514930613354,B
647808,465,0.002235707194558012,D,880,0.6763237247185163,D
327855,512,0.0418742945401247,C,809,0.39457456032871197,C
377451,437,0.8025768479211116,B,691,0.23382190221158317,B
85894,881,0.7012127201507046,B,634,0.8842348452148522,B
744803,21,0.4338458376308697,B,46,0.9462615328819463,B
856272,885,0.9946654610482744,C,99,0.23480003243132908,C
779154,516,0.27525257490381183,A,706,0.3705299587344354,A
413842,935,0.6021456210998415,C,875,0.3626860387575225,C
97465,569,0.5946586978417374,A,407,0.27588144086158684,A
387231,442,0.9296086824093599,B,971,0.848033188463681,B
184711,387,0.7976054431356289,A,678,0.2121058154233132,A
52083,958,0.7330872721378483,C,128,0.7869780999763158,C
38697,68,0.8896727234337519,A,70,0.8298178372171325,A
561240,360,0.14198290937708713,D,807,0.9005310356317582,D
426417,437,0.22191682924763267,D,283,0.8584061263801763,D
510076,666,0.019772748952112673,C,133,0.5402154568631514,C
202316,632,0.6804504211561713,C,112,0.6610576425973168,C
559915,183,0.751853740846683,A,134,0.014860327230708847,A
88908,581,0.6120641119099066,B,602,0.32377146196202244,B
990003,339,0.5220273516658418,D,271,0.05239901786117651,D
300551,778,0.33692168431259895,A,920,0.08079047741079193,A
620098,857,0.46077023810444095,B,812,0.7017794185460662,B
132174,728,0.24083548370511265,C,423,0.3389316188351752,C
805971,628,0.2966526775363295,C,95,0.43187651855174025,C
665392,928,0.8525131360004883,B,591,0.5074125469680041,B
330959,488,0.3987444901948918,A,672,0.4821893962043886,A
686949,938,0.8126630929439235,D,358,0.8453734186013451,D
938362,458,0.026294091190503632,B,780,0.2785682124949992,B
959358,155,0.31996408295685863,A,826,0.4291124108817812,A
281077,235,0.5792414442465394,C,184,0.2732703887127248,C
858798,578,0.8669415771702899,B,185,0.8698627065364382,B
428212,640,0.6326377497536921,A,378,0.3116373697042164,A
694806,957,0.6586333351195887,A,161,0.7544358791249854,A
720693,304,0.5562672283055354,B,690,0.08158152753191317,B
878302,706,0.10395425790470025,A,773,0.5123463058011047,A
864506,192,0.8509872199525869,C,290,0.6782178929335344,C
478063,163,0.3109078951308112,A,225,0.39526339608762895,A
264463,273,0.0014037885387587767,D,785,0.137234805257327,D
197191,474,0.29773271396643064,A,7,0.49738532861332685,A
449716,591,0.4526423709348515,B,132,0.38020744571523624,B
973055,319,0.17420234324374628,A,406,0.8617643620225885,A
158791,688,0.24110480120647537,D,446,0.0187415365856457,D
56164,190,0.5952920616561953,D,882,0.31306063067733614,D
228647,380,0.03656821214081629,C,414,0.02085655902474881,C
109392,165,0.33882482845795214,B,820,0.9476143093267475,B
859582,324,0.932505861672523,D,249,0.43567652694040004,D
907780,550,0.3291857306555691,B,522,0.6332246669681865,B
889607,351,0.5823021780814928,B,105,0.14644421827769438,B
932912,416,0.42297768135692115,A,177,0.6023989852731658,A
672540,679,0.020662230736711806,B,58,0.3687375994898128,B
491577,95,0.7550176917663836,C,660,0.8642500339252391,C
372277,924,0.22196390191603288,C,629,0.5940798186292336,C
358238,37,0.06880113554293299,A,830,0.8991268339557735,A
332462,765,0.801132804032178,B,253,0.7076217043232789,B
639072,706,0.19665088550747423,D,337,0.09450594751509434,D
120510,166,0.5351068809571368,B,596,0.6636121060060588,B
715284,931,0.5781729951725322,D,686,0.7028308721554202,D
685341,179,0.32175632340102533,C,371,0.3088660700638809,C
664753,877,0.2525247804396188,A,349,0.9476682675343469,A
864858,908,0.4738961669753671,D,231,0.9999766211030285,D
137170,150,0.5318608420892758,C,79,0.2957921016546218,C
844402,75,0.07839984417862056,A,519,0.770874720363101,A
132135,134,0.7447929986167894,C,185,0.8313450566891255,C
820124,949,0.2807592182891626,D,420,0.36429941413076905,D
236134,129,0.9444298461999512,A,376,0.6783068250650924,A
38738,136,0.8597879800717092,A,820,0.6046634475767503,A
393128,387,0.6314737800848256,C,656,0.480590655461825,C
225010,8,0.6356322968648522,C,781,0.1603123342453785,C
55314,549,0.1332192669179233,C,836,0.45112799022070893,C
127249,585,0.03890244560753586,C,424,0.05325688717107446,C
959331,675,0.17487113345422278,B,28,0.31868487544973123,B
472611,248,0.6971870637670564,A,859,0.7147042725232294,A
348103,984,0.8045670081646282,B,140,0.03830319111704372,B
166375,358,0.657669330951363,C,855,0.14951961896422683,C
352551,462,0.5209526191369438,A,308,0.12184834515861753,A
758248,350,0.18910764738053543,C,429,0.6389517321728103,C
373813,453,0.8629180371752871,A,680,0.6682149029196348,A
618621,871,0.2425394600629528,A,650,0.38688132152735755,A
673394,493,0.41640778250081956,C,750,0.6571044000108314,C
193568,2,0.16433409621960582,B,790,0.5819033215581401,B
172241,196,0.7300008179369529,A,45,0.3522990461141895,A
819547,476,0.2475720885882795,A,733,0.7761903997034217,A
33677,928,0.645278119256549,C,300,0.2015909928367009,C
550837,623,0.7453442727223334,A,907,0.041905941930381996,A
494538,686,0.8444816768019896,A,771,0.6469004988007503,A
857358,555,0.057741862002548716,D,886,0.6557313675576797,D
628626,617,0.7573319528742335,B,818,0.368019174314673,B
307352,522,0.5080145978695382,C,508,0.692068491112615,C
603348,271,0.7211576680200676,D,440,0.6024532988302272,D
261402,361,0.35495647635632166,A,558,0.2937664190024989,A
737488,601,0.24923033740811618,D,81,0.3279199053415598,D
514669,485,0.38599374650934437,D,744,0.8700371750563921,D
501906,972,0.9909597402214952,A,687,0.6375125378832983,A
777717,941,0.03206166945783018,B,146,0.8486693099705346,B
433315,964,0.7102580956264678,B,241,0.7785153735068654,B
939304,801,0.3848973084118361,C,587,0.13769510782852679,C
986364,608,0.3056475256607192,D,753,0.1860480494725999,D
57919,165,0.9017036039322704,B,138,0.8528262903843227,B
364018,864,0.820963313206592,A,920,0.7133698943638145,A
812561,786,0.14068900525607497,D,829,0.6819292602506372,D
446155,743,0.5974495859496606,A,728,0.7095637912103865,A
269792,107,0.4375778094143986,C,242,0.7903730608077492,C
309452,795,0.9221845927042188,D,369,0.5540214372595951,D
980351,251,0.5101289593659658,B,316,0.39815998077090853,B
475171,159,0.2104752914553102,B,899,0.8290537281353989,B
703794,671,0.7522177633260689,A,256,0.19630191948307363,A
904597,328,0.5542101344373589,C,46,0.9485468539703915,C
629835,705,0.00229219642455869,C,348,0.6066602628206363,C
703589,378,0.39826331030672635,B,778,0.37054019805029126,B
634558,265,0.624824924245894,C,273,0.4495960119956648,C
22654,68,0.8151682701499764,A,99,0.050605291800290275,A
305956,307,0.2779993483717492,D,92,0.9452328040692373,D
774478,578,0.3085702593228681,D,903,0.26447289979091326,D
817697,817,0.6231383428544666,C,410,0.0511576873830083,C
91947,791,0.12805218864168,B,395,0.5042555291232047,B
251017,376,0.06396106975240357,B,998,0.09668148602473514,B
655199,822,0.013462328431004145,A,616,0.5091225162251821,A
133705,593,0.17339320369136568,C,620,0.8931316920780072,C
1336,440,0.8212771837797743,B,335,0.9313687355299899,B
114459,897,0.7381280707337401,B,402,0.9906157375611401,B
841545,67,0.5903229418567445,A,841,0.6807268950506788,A
227314,783,0.6837646586624935,B,586,0.9482051707843013,B
943515,108,0.381212176665482,C,195,0.018937367506612568,C
895266,694,0.14319969715405045,B,422,0.6905002609185255,B
667935,548,0.09087290874404363,A,587,0.6766222457825457,A
207284,37,0.629362925301473,C,297,0.042066486832725514,C
549265,35,0.5364694177008011,D,847,0.5385779237086528,D
260205,7,0.11891839344176958,A,685,0.9051841909515969,A
803425,764,0.5355234530248676,D,653,0.23283655980595275,D
407396,753,0.368577220114106,A,423,0.3302936234873388,A
555897,312,0.34170214975682833,A,697,0.7707660580982791,A
863035,223,0.9993337242529964,B,987,0.5503525657796167,B
425545,502,0.6916334052980101,A,416,0.6528927977012998,A
374023,819,0.14176162054426666,B,427,0.8822449731648332,B
546201,553,0.9617097408910548,B,956,0.919634811850934,B
19330,883,0.3823771903424309,D,959,0.7490032014409554,D
927421,484,0.41908158448476407,B,9,0.29839221066208077,B
70367,797,0.6397484661278721,D,748,0.45891447103236116,D
295666,81,0.8014974770781346,B,143,0.47745409848989295,B
358198,748,0.4337833828685712,D,6,0.26078527706544385,D
808995,49,0.3111915567457001,B,457,0.753756651781457,B
790471,20,0.32956267434367326,B,465,0.7477348371508565,B
566041,441,0.1324997855633978,A,696,0.7547395497248653,A
56776,907,0.2998557577291193,D,538,0.4467479774964833,D
572151,67,0.11666433099651985,D,848,0.5476492487109315,D
817348,381,0.6619943299743619,D,335,0.8544860073949511,D
935512,735,0.6045099210136403,C,696,0.20540148553936155,C
9745,321,0.8590331470937239,B,464,0.131944339821099,B
999107,217,0.7951792855257338,B,956,0.47207120084565035,B
985267,702,0.18361285779201397,A,787,0.13542886648943775,A
878287,9,0.6848838198252764,B,699,0.964144376380686,B
868774,708,0.43547123461344306,C,182,0.992846776077587,C
467204,489,0.7736429771748266,B,774,0.022735327321966592,B
692672,17,0.12372948892764568,D,253,0.46062527854859625,D
851084,719,0.11006836108357354,D,282,0.1884804512367424,D
491799,847,0.6645995560673971,C,211,0.06729090288949535,C
153795,789,0.22759146463979796,C,758,0.04423673005599782,C
841511,369,0.12723158224859632,D,552,0.2172692101775534,D
485428,166,0.8504956344453577,D,143,0.5038958489409345,D
424614,156,0.576667478900939,D,835,0.9163970331215671,D
294191,165,0.45257769913545465,C,309,0.8762583221738072,C
101194,89,0.27603001312989106,C,570,0.9485202550267213,C
136048,854,0.14899771933965333,D,772,0.5379282643908174,D
388138,862,0.9578867897672023,A,869,0.22534454837990114,A
64286,118,0.8773336144613673,B,261,0.2033367330600544,B
465554,647,0.9932363591557652,B,548,0.7245847123072019,B
567366,246,0.4761264418216554,D,52,0.2684615878549812,D
602124,339,0.9180089802048387,C,823,0.76169641753721,C
79345,61,0.0640287206803769,A,890,0.9070328275335156,A
691693,390,0.7435694104813411,C,216,0.9371597632022477,C
888493,354,0.8569029054165765,B,712,0.6044015340787812,B
423896,375,0.9694904883563591,B,406,0.9151264595935564,B
14487,299,0.4043673798453139,A,379,0.312922018870191,A
34763,262,0.14281672971075443,D,576,0.8640848414694823,D
118785,280,0.7688290019107007,D,200,0.3298652859778599,D
534918,10,0.9106907667443274,B,750,0.7949755143536341,B
668716,68,0.352570771526619,B,143,0.7203135307620937,B
429641,235,0.4908297698107329,C,938,0.8893645297150079,C
459168,901,0.2039032931578958,B,967,0.8179959108547534,B
515753,53,0.16192534474383258,D,782,0.006383824440778896,D
739161,657,0.7151759328672856,B,862,0.6307016479330763,B
157497,18,0.9931378857702489,B,724,0.15102964646474615,B
646130,4,0.8722173517024534,C,517,0.456009658971434,C
624065,590,0.3804170854690655,D,632,0.6377285917606557,D
667107,290,0.3015636769896517,C,6,0.5322124850127365,C
170218,200,0.6092693445996226,A,17,0.5294176468416506,A
792140,147,0.413000915912787,C,109,0.9180488444590112,C
57352,862,0.46147421552485346,C,382,0.9592977941485301,C
417418,427,0.9696753195212995,C,415,0.3792640222398159,C
217203,888,0.3228787799813603,D,946,0.07434805992565108,D
869367,703,0.20097581950126242,C,984,0.20715811540958362,C
666411,414,0.05055762073162018,B,770,0.8206907414846971,B
837056,414,0.28260614501910897,D,306,0.16245025071470587,D
204765,589,0.08185290618989727,D,580,0.834650560091752,D
153990,261,0.5244699259745075,D,447,0.2321440043946702,D
272804,217,0.6098289563947058,D,348,0.6051687432006422,D
990462,748,0.5598437890859125,C,649,0.2733270286287973,C
830941,533,0.8073097358098091,D,364,0.5530377249504838,D
858685,64,0.36098070019576656,A,696,0.5858751212110512,A
537935,293,0.972688116522296,D,790,0.6186158902598878,D
145054,85,0.5425815102591522,D,730,0.07350668372242153,D
655740,996,0.06527182189952496,B,389,0.7116771547786167,B
750366,533,0.03852403544886451,D,93,0.005195222370030117,D
334076,754,0.9749271748940981,C,135,0.0872972323551161,C
17245,202,0.8180381360290802,B,91,0.35391428734525887,B
216521,962,0.19008662959866263,B,611,0.5980437977942729,B
938412,49,0.8363248401254629,C,298,0.4138100697681274,C
726305,507,0.057783189497707,A,742,0.9011360448564331,A
194045,214,0.9484364964224363,D,585,0.5211045307634988,D
234494,372,0.8015268466877531,C,64,0.16720740075913265,C
747831,252,0.8009953252235197,A,369,0.25169973778890287,A
380244,125,0.16311106989415303,C,738,0.6250336877688947,C
653922,298,0.3574550758935714,C,311,0.006767369425471514,C
166398,302,0.013418613601290708,D,987,0.39823958254400804,D
731511,286,0.17740164940915537,B,954,0.5638505086287859,B
977874,420,0.3330681628751214,B,258,0.6586629685323181,B
761494,872,0.9282839978315792,B,787,0.2482309688449028,B
25990,205,0.8933887604560771,B,10,0.09860655858172751,B
694092,89,0.6211264114601873,D,522,0.7468530276328158,D
49688,806,0.965728214184345,D,494,0.10454935800606169,D
767279,478,0.4776235105350627,C,118,0.8313177447071385,C
953406,615,0.636312168042164,C,533,0.48292599877938847,C
389927,450,0.8102792675634172,D,448,0.7219939432797079,D
169169,179,0.7083037373469987,C,307,0.04468305267532113,C
236596,673,0.9286897008172692,D,755,0.6141069373719198,D
598591,624,0.3630129341421293,A,460,0.5922031583603683,A
907533,753,0.9196608230595944,C,721,0.21479610507029645,C
951600,830,0.9124892358129175,D,268,0.6707014282244186,D
910690,5,0.7055707551971007,A,244,0.3053800025354989,A
553172,608,0.3351749922459861,D,382,0.6934365417164455,D
276971,130,0.8434488908504347,A,322,0.841985214136548,A
473843,916,0.3144057375108864,A,199,0.8152159406538618,A
414348,278,0.78031209039769,A,84,0.5653977992449752,A
709525,401,0.4239055049085937,D,299,0.032695086858070765,D
888479,951,0.9599428953251217,C,550,0.288670310141213,C
793935,313,0.5444657150143881,C,753,0.8300707165425397,C
850311,654,0.045966229910700984,B,304,0.8748098462768843,B
837550,782,0.06849034630261841,C,460,0.26281522474122765,C
489198,194,0.25824127090730453,A,449,0.8652904703762955,A
448476,100,0.6551469743744378,C,794,0.8118889125954065,C
244731,718,0.510289890715716,A,830,0.7376129820043138,A
393250,451,0.3265962107642889,D,630,0.1392349659267761,D
313388,282,0.9250171027794211,D,833,0.206942720751766,D
147137,793,0.9246863872531534,A,583,0.35081547895283094,A
293226,460,0.6287968292838867,C,985,0.7500941364891159,C
162739,691,0.3635997276333637,A,283,0.8670475904337784,A
906260,443,0.2169092678697262,B,718,0.8660787949911568,B
96243,844,0.9811442760745015,D,149,0.711394848839169,D
509025,331,0.236852738872383,D,779,0.8435556566434692,D
285855,120,0.0860286830854472,B,591,0.6324019824617888,B
432800,778,0.021533279036253572,A,814,0.5344244643875649,A
516984,390,0.6241504198039612,C,991,0.42964310068523615,C
745640,524,0.5715912900898723,D,506,0.26853683831442254,D
142901,680,0.3679100683731702,A,951,0.8576515999286138,A
413792,97,0.09452532063181007,D,981,0.4277993008667096,D
610383,329,0.4290222939256064,B,895,0.9327255627259242,B
202200,887,0.11118533689164212,C,670,0.3604353833972609,C
713239,465,0.8079663765319589,B,380,0.6645088114127536,B
556143,329,0.7165902889211379,A,488,0.07793872157260617,A
285551,754,0.4117927160412578,A,8,0.6955971072880487,A
418538,381,0.17747242233641103,B,880,0.4223139337750599,B
381898,295,0.07309147501731916,D,489,0.0708283054005121,D
893072,46,0.9021205954570376,B,748,0.805956833827698,B
956037,385,0.19219638576828846,B,320,0.36756168962261815,B
197187,937,0.005192471200506699,C,391,0.7734604836506241,C
569481,231,0.0866542169553135,A,656,0.992940155246385,A
924054,833,0.23270444562785508,B,70,0.530508276546681,B
36028,344,0.7079758720162814,A,624,0.6500202131578069,A
258908,668,0.9273481960561404,A,918,0.10046511247763878,A
168367,361,0.9023154121999287,B,603,0.7300091488959782,B
299572,500,0.1752381258425214,C,253,0.2769676569448454,C
484491,125,0.5694981513736068,D,254,0.5533966317847301,D
773179,186,0.6889858744581154,A,506,0.38588557476359353,A
390431,775,0.46009118739995214,C,511,0.6380823298836482,C
106160,719,0.5368441195299393,B,540,0.8887245280869077,B
156227,220,0.8014387057565842,A,369,0.9339244016742159,A
734045,629,0.1387025994458978,D,396,0.8608140039367475,D
855612,370,0.6027045059629411,C,17,0.5873634969259245,C
686493,309,0.058028055087927743,B,268,0.21574293851723414,B
605821,955,0.3688567821715192,B,971,0.7892899989930914,B
321733,314,0.9678319121921274,A,317,0.07902156197506705,A
587565,43,0.26132209180227495,C,997,0.8080600809706533,C
919019,727,0.46611008783830443,B,250,0.08621279839148932,B
760720,987,0.8628626329393342,B,464,0.6122967944207222,B
763893,727,0.2722400124789047,D,316,0.6660795788593106,D
95036,764,0.15669311717715695,B,380,0.12693060748112484,B
342816,463,0.6801477945472859,A,261,0.7733289532579847,A
543029,277,0.9095483330024561,A,47,0.47176458957773815,A
493428,965,0.3630904299313651,D,183,0.9311600771571855,D
56033,472,0.7759135736003697,C,566,0.8031154864575539,C
552893,746,0.17619179390040185,A,426,0.915854764880895,A
225483,115,0.5838489575676412,B,585,0.3728081667378613,B
918965,401,0.03857398563211112,D,823,0.5157741306827505,D
991656,675,0.9961126092724124,B,976,0.4009248470435025,B
320274,103,0.3821373438699289,A,566,0.45674617594457545,A
202865,237,0.6593484781276454,D,298,0.5638067408241869,D
550114,737,0.4947526646624316,B,6,0.9323975325378485,B
186028,514,0.4565571659907106,B,238,0.5415451999487257,B
75417,420,0.7125242265535329,B,777,0.6573038501759978,B
952208,613,0.5637001995834313,B,728,0.2798252708690363,B
859936,571,0.4894676072720401,B,943,0.23147257340913607,B
594989,18,0.11599205512412791,B,76,0.9435546860300945,B
298532,479,0.9902865792708937,B,798,0.7701466201596561,B
225310,316,0.85553742912941,A,159,0.10565775010269118,A
919470,674,0.1880847386874881,A,548,0.35828744593735573,A
597896,512,0.18482729429482014,A,462,0.3083077182125046,A
232145,319,0.704220024123912,C,92,0.1576153770655162,C
667306,303,0.08376297851572678,D,855,0.8565732712134246,D
412231,585,0.3391610835070137,C,93,0.7111573982851116,C
21920,309,0.6122475530427207,D,31,0.952096606823744,D
556767,907,0.37256894840598,D,823,0.7938097427769977,D
941749,273,0.22822481635328018,B,12,0.06166918449381231,B
847172,291,0.3644531741335578,A,133,0.1981330351805196,A
245708,576,0.7192426003877691,D,66,0.19775033669543318,D
54928,777,0.344377855576933,B,43,0.9422806610241153,B
864325,102,0.3872454597480245,B,172,0.9241317255339339,B
49303,124,0.4693945966896099,D,281,0.2798545542807238,D
9786,386,0.718955832220719,B,35,0.6141065777776877,B
584862,25,0.4242579013163097,B,429,0.19945780666658663,B
775465,276,0.43119746114415913,B,26,0.31887756732937955,B
202227,803,0.7897622270849057,B,30,0.8957647816143137,B
317338,81,0.6656362927052837,D,828,0.9915313234305708,D
982144,77,0.8471410725405705,D,102,0.24785705400157287,D
148944,917,0.19552137846207518,C,272,0.5336895645878103,C
59533,220,0.8855872081814927,C,180,0.23655113274246087,C
626263,25,0.15792101511962664,C,57,0.23262335808323908,C
723217,812,0.032446566256195575,D,20,0.5264485141485109,D
343043,674,0.6816055704743198,D,339,0.9178961859206465,D
907075,528,0.2644005616485011,D,825,0.13048954561918258,D
994040,748,0.5510861367138815,D,22,0.14771201898611463,D
713743,297,0.7864362562630743,D,999,0.15750388601684584,D
