id,col1,col2,col3
1000114,412,0.9426762407440408,D
1000115,330,0.6037136409459106,A
1000116,601,0.9507862778063524,C
1000117,41,0.7631090041717055,B
1000118,667,0.44222940442020287,C
1000119,107,0.8577330944003526,C
1000120,507,0.28821779536145575,D
1000121,37,0.45482590860172945,C
1000122,844,0.9881192147817541,D
1000123,774,0.4984931023821886,D
1000124,496,0.12142608336261984,B
1000125,162,0.3107501383933351,A
1000126,417,0.09320920128152255,A
1000127,298,0.5088720150695117,C
1000128,900,0.13650834459086458,A
1000129,273,0.8205494731855784,C
1000130,305,0.8374759226064213,D
1000131,781,0.543430062958673,D
1000132,935,0.8114089025648769,D
1000133,811,0.820747551709555,B
1000134,339,0.8697003133622154,D
1000135,993,0.15436121877154885,D
1000136,709,0.39748332388577345,A
1000137,879,0.5336223123968347,C
1000138,735,0.8874386829093233,D
1000139,36,0.6174594616027231,B
1000140,700,0.9209290987802967,B
1000141,92,0.4339714719231257,A
1000142,720,0.8725792326070907,D
1000143,698,0.7925194738809532,B
1000144,699,0.24082979185631304,B
1000145,9,0.898908531700321,D
1000146,559,0.15797562207178695,D
1000147,306,0.6389387023600122,D
1000148,256,0.4568358126677865,C
1000149,302,0.9926920436268976,C
1000150,996,0.04904425077599994,D
1000151,773,0.720928376670709,B
1000152,99,0.9034037040729679,A
1000153,425,0.17564007044430663,B
1000154,897,0.9714895812113399,C
1000155,891,0.3387152538018863,A
1000156,406,0.9672697473000323,C
1000157,126,0.45478602773387466,C
1000158,390,0.8224173012267743,C
1000159,335,0.9152559087431594,B
1000160,64,0.6354039223779391,D
1000161,309,0.6492394462845911,A
1000162,138,0.3886458311501425,C
1000163,972,0.7431401215231715,D
1000164,760,0.7265991505572416,D
1000165,101,0.8336930832963215,D
1000166,376,0.5444658614821449,C
1000167,611,0.9710933120649863,A
1000168,212,0.5863830835815619,B
1000169,431,0.5260855265978671,A
1000170,607,0.10905401000384551,B
1000171,44,0.7272429971637352,C
1000172,987,0.031150639510343914,D
1000173,110,0.4902688541442253,D
1000174,151,0.06568223332011391,C
1000175,648,0.5853646885481211,C
1000176,543,0.2948977459498898,D
1000177,666,0.877706213064214,B
1000178,97,0.312548349997133,C
1000179,261,0.37430102343553684,B
1000180,945,0.4742678855891027,A
1000181,756,0.3726468593759036,B
1000182,61,0.586465082739477,C
1000183,125,0.4108086329221582,D
1000184,52,0.9683986253114745,C
1000185,997,0.7674325318517301,A
1000186,951,0.6578312279988884,C
1000187,673,0.40078434399951557,B
1000188,648,0.971810318758019,A
1000189,543,0.21513288003351094,D
1000190,610,0.0849570399771793,A
1000191,434,0.48566170489099625,D
1000192,498,0.5269341071481448,C
1000193,56,0.007687085899882873,C
1000194,235,0.5002623465562132,C
1000195,414,0.7094989615689342,D
1000196,941,0.3618526912341258,D
1000197,80,0.39576669685933297,C
1000198,347,0.22157205889425136,B
1000199,522,0.19390370626690034,C
1000200,981,0.8189486015248519,B
1000201,77,0.17714612894722914,D
1000202,778,0.5794680897064898,C
1000203,323,0.1509574013930769,A
1000204,310,0.7963296791514282,A
1000205,75,0.31040785060631093,D
1000206,567,0.9542314767227902,A
1000207,667,0.18823946506922506,D
1000208,154,0.957722358866585,D
1000209,86,0.5045490015009574,B
1000210,535,0.6098054063226744,C
1000211,612,0.05236551753600627,C
1000212,395,0.2841469738781137,B
1000213,715,0.6621351569291799,B
1000214,725,0.9380021995657608,C
1000215,385,0.6434932633613195,C
1000216,701,0.9124479854583244,A
1000217,686,0.4234063663221037,C
1000218,904,0.5265316295455954,C
1000219,134,0.5972464410716285,B
1000220,828,0.9026559827144381,D
1000221,243,0.969588603408625,C
1000222,802,0.44892796303334037,B
1000223,451,0.4616799784409892,C
1000224,540,0.4186608267297458,B
1000225,956,0.10258973174840935,A
1000226,150,0.8310467186381858,A
1000227,382,0.23577807386343264,A
1000228,851,0.1387926918181862,D
1000229,5,0.9058574891032708,A
1000230,623,0.5277715058867243,A
1000231,468,0.06280715101106382,D
1000232,548,0.016435352205894427,B
1000233,147,0.29127198777525787,A
1000234,361,0.24056423880654354,D
1000235,998,0.36060375770687547,A
1000236,16,0.3570938765147329,A
1000237,179,0.8303836567636027,D
1000238,490,0.6317358477583378,B
1000239,407,0.9891227022961234,D
1000240,450,0.8946374949550533,D
1000241,273,0.8011480874017738,D
1000242,734,0.4261160728830454,D
1000243,445,0.2745553600748576,A
1000244,820,0.7498979842618898,B
1000245,800,0.4381728249400777,B
1000246,33,0.6050948288547855,D
1000247,285,0.24961165309339794,A
1000248,396,0.9135425058131866,A
1000249,456,0.21457042542371974,C
1000250,938,0.9986288435101524,B
1000251,355,0.7095404868195881,C
1000252,653,0.17409100974870007,C
1000253,229,0.12136245507845689,B
1000254,132,0.6119483626205209,A
1000255,736,0.4786651099152539,D
1000256,75,0.12532678225919403,C
1000257,75,0.4499744956629961,C
1000258,655,0.5877859904018278,B
1000259,932,0.8682116274193886,A
1000260,156,0.3041245428074678,B
1000261,230,0.34602308234187307,C
1000262,281,0.1251702951269027,C
1000263,546,0.09342840688357601,B
1000264,964,0.5806465011402537,B
1000265,639,0.720632768437273,C
1000266,42,0.825236267326632,A
1000267,271,0.6511299774855999,D
1000268,654,0.030285898581430715,C
1000269,979,0.30209411295462263,B
1000270,415,0.2974338714297423,A
1000271,61,0.15808044701520718,D
1000272,326,0.7341997548045468,C
1000273,108,0.31911588640315725,D
1000274,428,0.2482702803811866,B
1000275,738,0.31271492086227304,B
1000276,478,0.49875970839765416,C
1000277,468,0.9666866305524754,B
1000278,361,0.04865813292965593,C
1000279,903,0.8428496469129624,D
1000280,8,0.8471723653934679,D
1000281,199,0.36252377594428453,C
1000282,286,0.8253113179586135,A
1000283,961,0.36560637321297207,B
1000284,41,0.04530335246707473,B
1000285,341,0.803965855194212,D
1000286,862,0.29923434252831826,C
1000287,848,0.5097141007508325,D
1000288,576,0.2997905647374137,A
1000289,112,0.9798980311791619,C
1000290,893,0.6880436512027717,A
1000291,485,0.2655304369857213,B
1000292,52,0.58352327704764,B
1000293,644,0.7211828352491244,D
1000294,793,0.6114780598917674,D
1000295,744,0.06228128601443195,B
1000296,212,0.5608867729086393,D
1000297,385,0.31375259873781713,B
1000298,350,0.5462732192448302,C
1000299,495,0.1922641691367134,B
1000300,305,0.2248670379928167,C
1000301,212,0.690239911563607,D
1000302,956,0.9344853892580073,C
1000303,80,0.3463635140956165,D
1000304,262,0.7473384997180049,B
1000305,712,0.2716214667057466,A
1000306,758,0.5868304985708152,B
1000307,204,0.7559110594087395,C
1000308,60,0.9079369587356224,A
1000309,587,0.232220199221017,A
1000310,109,0.9284548460170171,C
1000311,556,0.5243185348355205,B
1000312,479,0.27283708149799246,A
1000313,190,0.014084195618464745,C
1000314,690,0.7572827502575612,B
1000315,876,0.6387257940846887,D
1000316,335,0.0867377698483559,A
1000317,740,0.5728773475545327,C
1000318,368,0.6927685904227389,A
1000319,121,0.4653949909419294,B
1000320,514,0.923106013947117,C
1000321,120,0.6387113251993833,C
1000322,226,0.21912860093534392,B
1000323,382,0.41584561543122467,D
1000324,821,0.6640944393396638,B
1000325,370,0.07810272214744018,A
1000326,207,0.5727016742278647,B
1000327,500,0.09094164445168784,D
1000328,59,0.5587971989987663,C
1000329,22,0.3959487099532575,A
1000330,223,0.5783112650590354,A
1000331,65,0.5411635040799055,A
1000332,746,0.6458808180971635,D
1000333,136,0.653534098418702,C
1000334,130,0.7278581409061281,B
1000335,736,0.5444453390250208,D
1000336,783,0.11284463876647732,D
1000337,784,0.9362379303854451,A
1000338,34,0.44644106624860236,A
1000339,326,0.577474814637882,C
1000340,533,0.22104274044603256,C
1000341,933,0.17513318826253066,D
1000342,507,0.04688409695245499,C
1000343,687,0.3811546324625953,C
1000344,426,0.40825917682958845,C
1000345,147,0.8057761599348869,A
1000346,422,0.9677861885466267,B
1000347,80,0.9222261045112223,C
1000348,619,0.6029220449890759,A
1000349,687,0.5588504762725273,D
1000350,120,0.7468792274562418,D
1000351,329,0.7755138820637703,D
1000352,664,0.35925955555157574,C
1000353,903,0.49727729310098334,A
1000354,480,0.7616289693097112,C
1000355,149,0.016219901001260473,D
1000356,853,0.24573001637534408,C
1000357,657,0.7395940906598835,D
1000358,980,0.05873205158073014,A
1000359,934,0.4832041536218251,D
1000360,1000,0.28668853653328563,D
1000361,152,0.24096883231350819,C
1000362,249,0.9902330316397273,B
1000363,847,0.8478671020315357,A
1000364,487,0.0561149391289657,A
1000365,175,0.08268612250580176,D
1000366,803,0.3312706169922398,A
1000367,941,0.042551757617045105,B
1000368,908,0.5667841469906292,C
1000369,577,0.6581092404790355,B
1000370,918,0.5405624310056107,D
1000371,143,0.7904980852341499,A
1000372,763,0.9743233274359964,A
1000373,977,0.5956086620442795,C
1000374,157,0.7396552889765946,C
1000375,568,0.5124408484104587,A
1000376,389,0.16950174524515904,C
1000377,631,0.19554822488026047,A
1000378,389,0.8040764619573825,C
1000379,997,0.5943929190644954,C
1000380,970,0.6952922955218813,D
1000381,711,0.6329024619684167,B
1000382,558,0.1799272126086997,A
1000383,472,0.9429749154177833,B
1000384,70,0.8189655680044585,D
1000385,511,0.13917912269634036,C
1000386,433,0.7890767632200629,A
1000387,490,0.582244019216337,D
1000388,37,0.7907209170492592,C
1000389,916,0.8122969756789951,A
1000390,363,0.16633849328011152,A
1000391,660,0.6774718958641857,D
1000392,594,0.6876644087972894,B
1000393,602,0.6904373057221307,B
1000394,145,0.34832865232147525,C
1000395,117,0.02258511520311235,C
1000396,111,0.677139332890884,B
1000397,249,0.5159939018968733,B
1000398,436,0.9584626217339497,B
1000399,188,0.18638692528366196,D
1000400,828,0.7960080509078782,A
1000401,191,0.3657930294125148,B
1000402,989,0.6391085856661506,D
1000403,401,0.587004714565218,C
1000404,176,0.8137382542609338,C
1000405,604,0.0847519686230278,B
1000406,397,0.4182391062112586,B
1000407,392,0.4230387820732123,D
1000408,550,0.6934329265293553,B
1000409,170,0.48964202619220887,B
1000410,54,0.8655222308564123,A
1000411,517,0.6530697606129188,D
1000412,503,0.4156304352741119,D
1000413,760,0.7725476381623712,D
1000414,523,0.11321099529202316,A
1000415,843,0.9908936200057101,A
1000416,451,0.5463532747219646,D
1000417,359,0.8610486962702419,D
1000418,551,0.1683773646030844,C
1000419,273,0.952397345438725,A
1000420,424,0.375172327846227,A
1000421,813,0.8801250813073235,A
1000422,767,0.2782256878517837,C
1000423,2,0.8689077628712004,A
1000424,995,0.4584492566797177,C
1000425,591,0.1305942503075458,D
1000426,780,0.04840926115172295,A
1000427,802,0.836702178862555,A
1000428,931,0.13191308738401353,C
1000429,169,0.05178727504865499,C
1000430,716,0.7552321570675361,D
1000431,93,0.7036980397640442,A
1000432,231,0.5194442546366358,D
1000433,218,0.6280800383409025,B
1000434,703,0.44238386943908425,B
1000435,738,0.6075930989155233,A
1000436,896,0.3016493335771986,B
1000437,401,0.2955420512420667,A
1000438,430,0.3654124628480987,B
1000439,293,0.628570696060576,D
1000440,411,0.08242781192464588,B
1000441,334,0.3907315029683497,A
1000442,447,0.7299583774315415,B
1000443,758,0.17564590364279598,A
1000444,140,0.7014996112238661,B
1000445,529,0.7829871015437458,C
1000446,907,0.11805672028236303,A
1000447,65,0.26294965082647825,A
1000448,368,0.05543911084242159,B
1000449,690,0.7227783733258665,B
1000450,521,0.002568506032510798,A
1000451,758,0.6557032944215037,B
1000452,689,0.9019410092582714,B
1000453,637,0.24258399355356908,C
1000454,995,0.49336067585488486,B
1000455,922,0.5465592426097557,B
1000456,859,0.6934608062893048,A
1000457,744,0.30751063752136387,B
1000458,243,0.4198158420028453,A
1000459,422,0.7008469096986796,C
1000460,86,0.5807706273762658,B
1000461,839,0.39435128923379237,A
1000462,987,0.13070828644016186,C
1000463,851,0.735352868782368,C
1000464,311,0.8263866879396498,A
1000465,50,0.6771833769890718,C
1000466,766,0.5501208920020806,A
1000467,645,0.9375748980394379,A
1000468,600,0.25882065234652585,A
1000469,454,0.8092986652910079,A
1000470,404,0.4961263912132553,D
1000471,436,0.17280721183078918,B
1000472,251,0.6472784004740801,D
1000473,490,0.06097906893284277,C
1000474,255,0.6307543888247554,A
1000475,367,0.4796844388881162,D
1000476,514,0.32160441866801137,C
1000477,366,0.7668421684502729,B
1000478,57,0.764049723717511,B
1000479,866,0.9826646357580325,D
1000480,714,0.35878313268706197,A
1000481,717,0.3516821484830881,B
1000482,971,0.18823366490525628,D
1000483,316,0.17555676766065076,A
1000484,181,0.918780787307206,C
1000485,939,0.1416526643512137,A
1000486,881,0.3648898524087574,A
1000487,964,0.6621395527988341,A
1000488,983,0.4872000191299637,C
1000489,910,0.9288452089854253,C
1000490,301,0.1273483647235355,A
1000491,971,0.5728347926706181,A
1000492,226,0.6396467727836239,A
1000493,746,0.8866535152178218,D
1000494,69,0.35048116189731604,A
1000495,1,0.04814745773328166,D
1000496,429,0.9691018251056852,D
1000497,384,0.10142855963712161,D
1000498,666,0.7582435435590178,B
1000499,914,0.4827367864884782,A
1000500,168,0.6073176256548857,D
1000501,567,0.7220381045756756,C
1000502,288,0.29740064768156615,A
1000503,614,0.48032839745040834,A
1000504,271,0.09113687755067923,D
1000505,99,0.08570731183991709,C
1000506,423,0.9707055371735758,B
1000507,62,0.8407971664302505,D
1000508,703,0.8668940137055623,D
1000509,902,0.23564201948242092,C
1000510,35,0.5021014703156048,B
1000511,445,0.20191927997223447,B
1000512,264,0.31974948876205445,A
1000513,333,0.8566241806462468,D
1000514,535,0.7816856609254615,A
1000515,776,0.9648316647086291,A
1000516,901,0.34386917857746446,D
1000517,497,0.5720232397985618,D
1000518,411,0.038782532481795085,C
1000519,243,0.049290975524111214,D
1000520,701,0.09821739027274123,B
1000521,426,0.6049791324552507,A
1000522,496,0.7594932952262566,C
1000523,29,0.17373735601278717,B
1000524,406,0.635409809075844,A
1000525,31,0.24193809458961157,D
1000526,456,0.17758369416386166,D
1000527,564,0.34975990164465454,B
1000528,850,0.6888505376159543,C
1000529,798,0.9649176092022551,B
1000530,230,0.6776952460909708,C
1000531,419,0.5132812337581243,A
1000532,990,0.709368196448239,C
1000533,844,0.6236060961868802,A
1000534,662,0.5937725425440825,C
1000535,110,0.4817384188163061,C
1000536,332,0.8614916002518306,C
1000537,728,0.9521877981154158,C
1000538,413,0.660530323681129,B
1000539,26,0.6554005704624416,C
1000540,36,0.5830237024133574,B
1000541,730,0.2223631939762689,D
1000542,367,0.5073148556068153,B
1000543,897,0.55824804440987,C
1000544,827,0.5590316561081872,B
1000545,921,0.33563246320511875,A
1000546,301,0.46376062818775987,A
1000547,966,0.6206546952666024,D
1000548,390,0.5298385046299975,D
1000549,914,0.9066209345061276,D
1000550,181,0.3134140717573387,A
1000551,439,0.4033934803979504,D
1000552,382,0.950068615481832,C
1000553,195,0.017916125630946023,A
1000554,751,0.24882312287588193,C
1000555,313,0.16702018726830936,A
1000556,532,0.5963699186155024,C
1000557,137,0.34273283925755993,D
1000558,516,0.16898474189014712,C
1000559,666,0.7921271550458925,D
1000560,261,0.7712496633435296,A
1000561,49,0.6619699158378947,A
1000562,156,0.20549491565817612,A
1000563,103,0.6624829658888968,C
1000564,620,0.700726346203413,D
1000565,996,0.20167318998218942,D
1000566,685,0.4941040288593209,A
1000567,76,0.7235636168984789,A
1000568,236,0.45675123474498036,C
1000569,320,0.42599520637497446,A
1000570,662,0.17051227635637534,C
1000571,274,0.8784755373974736,A
1000572,871,0.47824501097127115,D
1000573,907,0.7969095570354069,A
1000574,494,0.8022647840450959,D
1000575,29,0.8625757745240936,B
1000576,785,0.7436238123226836,B
1000577,894,0.3383006417684232,A
1000578,744,0.2485769948507076,C
1000579,692,0.641404452807282,B
1000580,913,0.9877916247614772,A
1000581,869,0.46928893664383253,D
1000582,387,0.40327699346172285,B
1000583,458,0.08801986170254061,D
1000584,652,0.30459795810364854,B
1000585,687,0.4562079232212538,C
1000586,785,0.6197579696770843,D
1000587,672,0.36329454716975607,D
1000588,987,0.7999127156435218,C
1000589,108,0.04577810985503428,B
1000590,419,0.106961505519519,B
1000591,602,0.12321919033039486,D
1000592,603,0.956190321625751,B
1000593,957,0.43281037985396464,D
1000594,799,0.9211623140438011,B
1000595,592,0.1736502701825995,B
1000596,903,0.321843761981354,D
1000597,937,0.6925155353723068,B
1000598,907,0.7484268658779161,C
1000599,560,0.860707546129158,B
1000600,353,0.9211917644170948,B
1000601,665,0.9751794931167844,B
1000602,555,0.6943119737273263,C
1000603,118,0.7607750248330667,D
1000604,584,0.9426736508843097,D
1000605,765,0.89386600137792,C
1000606,575,0.8648414852046026,D
1000607,294,0.6929360752142486,A
1000608,320,0.965833213568662,A
1000609,889,0.7809248928758854,D
1000610,663,0.3677411210172452,B
1000611,987,0.19349771212173783,D
1000612,52,0.7736609498588879,C
1000613,563,0.35808558816373937,C
1000614,225,0.9569877176275037,A
1000615,163,0.4159312437704217,D
1000616,486,0.9966310826043387,A
1000617,249,0.9588968160739335,C
1000618,289,0.024705729718028868,C
1000619,822,0.5087355930027134,D
1000620,546,0.007330586216845125,A
1000621,899,0.9762239213390278,D
1000622,836,0.9397511115083135,B
1000623,414,0.4330250346392709,A
1000624,121,0.5348343700610021,A
1000625,599,0.04551685378612591,A
1000626,108,0.28983659883508006,C
1000627,88,0.2815174442922639,D
1000628,31,0.47398767736795144,B
1000629,302,0.9601342650804345,B
1000630,908,0.9141689163846178,C
1000631,610,0.39408170087003735,A
1000632,352,0.21173694292198486,B
1000633,872,0.05438830592772148,D
1000634,562,0.07314457215855019,A
1000635,675,0.30567548940672074,B
1000636,580,0.36449343567862924,C
1000637,111,0.17577016089522535,A
1000638,907,0.6266188850735305,A
1000639,217,0.9063035773981832,C
1000640,915,0.9987281750118517,D
1000641,793,0.1486329836086826,D
1000642,877,0.2909991602143739,D
1000643,522,0.09055402425516512,C
1000644,10,0.6626784893786967,B
1000645,143,0.4462204438390017,B
1000646,971,0.5658125330464042,B
1000647,749,0.48350341572743094,C
1000648,929,0.7914604571554911,D
1000649,849,0.2734953152751346,C
1000650,557,0.5701601518232361,D
1000651,387,0.36529677799104765,A
1000652,257,0.37632878104354517,B
1000653,415,0.3528980077597257,C
1000654,6,0.5018369844707418,B
1000655,287,0.21151710413575475,B
1000656,116,0.48151664938948613,D
1000657,606,0.161129140367538,A
1000658,150,0.05591200416044417,C
1000659,992,0.5636047023357652,A
1000660,745,0.6617450626291581,C
1000661,146,0.7946160702604512,B
1000662,675,0.5108049084582976,B
1000663,702,0.34267127456033186,D
1000664,604,0.06884289704124469,D
1000665,880,0.9093392230895125,D
1000666,614,0.03903656361812824,A
1000667,552,0.8275217786520734,D
1000668,430,0.3703774502487801,A
1000669,542,0.42895626447712065,D
1000670,823,0.741394042282245,A
1000671,897,0.5437310219455265,C
1000672,7,0.3750298817049422,B
1000673,823,0.31590171462927064,C
1000674,259,0.26130289476347657,D
1000675,374,0.611880677011315,D
1000676,494,0.1787195978329551,D
1000677,352,0.7741944842449918,D
1000678,141,0.8549989228235969,A
1000679,235,0.4465948774152193,B
1000680,628,0.6970574087244603,A
1000681,671,0.5210055432205589,A
1000682,292,0.19474649454362203,B
1000683,173,0.6740243810121799,C
1000684,404,0.4054509668505204,B
1000685,15,0.736925540146395,A
1000686,936,0.5829324152178708,C
1000687,4,0.2611075056719391,D
1000688,109,0.5586307128696588,C
1000689,832,0.793389257601603,C
1000690,453,0.9660554556331059,D
1000691,471,0.8965238227458783,A
1000692,807,0.9941980333654755,B
1000693,548,0.009723191714424928,C
1000694,766,0.8210746894925302,A
1000695,953,0.17848574725207278,C
1000696,6,0.764244212635527,A
1000697,322,0.492340377704212,C
1000698,33,0.5024752121216726,D
1000699,794,0.17480036211904904,A
1000700,530,0.46007059004643003,A
1000701,103,0.3254361999154264,C
1000702,351,0.3659241511219268,D
1000703,702,0.2285667494996686,A
1000704,276,0.8040875810072211,D
1000705,153,0.47298702452829744,A
1000706,529,0.5339825877589012,C
1000707,879,0.5678345192053117,D
1000708,98,0.44985481906379177,C
1000709,570,0.9318445757777681,C
1000710,986,0.6055760323923685,B
1000711,522,0.48749374430436165,D
1000712,979,0.14484833827806742,B
1000713,827,0.9285666669710599,D
1000714,627,0.5716375738737934,A
1000715,298,0.7104334851166039,D
1000716,601,0.5209356916362496,D
1000717,717,0.749739736915117,B
1000718,55,0.026364913366241027,D
1000719,783,0.9960137313846588,A
1000720,159,0.08431126665199296,D
1000721,129,0.13127711062686387,B
1000722,957,0.27241442761231416,D
1000723,181,0.5908309265791192,D
1000724,766,0.6358511364258357,D
1000725,655,0.639528248710812,C
1000726,232,0.804707766246453,D
1000727,834,0.7582934487458056,B
1000728,8,0.6877699637568622,D
1000729,236,0.7967673838676361,C
1000730,399,0.8284268556412909,B
1000731,782,0.7999590703096569,C
1000732,760,0.5319442660272765,C
1000733,463,0.27213413045162405,D
1000734,810,0.03173712141997098,A
1000735,254,0.38479789921064167,D
1000736,959,0.5495799446174968,A
1000737,305,0.19872363180239982,A
1000738,223,0.97327406043506,B
1000739,444,0.3245134876300968,B
1000740,122,0.3958083002950532,B
1000741,486,0.6884065389350972,B
1000742,61,0.059775131609422494,B
1000743,549,0.7914662443652127,B
1000744,774,0.3473177388722104,D
1000745,197,0.02135283268429322,D
1000746,137,0.2506962411006022,A
1000747,448,0.5590247906350686,D
1000748,479,0.27532446285830314,B
1000749,375,0.45407897979557377,D
1000750,189,0.8829323725306977,C
1000751,244,0.3206940943077472,A
1000752,990,0.5389565215934048,D
1000753,157,0.6130392423505268,C
1000754,329,0.11046413403940414,A
1000755,501,0.5258213626144117,C
1000756,72,0.013086109833501447,B
1000757,503,0.928403719438369,A
1000758,62,0.3609260511250785,D
1000759,59,0.8236429662774005,C
1000760,41,0.7343003382562706,C
1000761,99,0.10122512076178136,B
1000762,394,0.18946041310667572,B
1000763,640,0.9475033445574186,D
1000764,108,0.7662834200160525,C
1000765,469,0.7025504161808069,D
1000766,411,0.5046927805059617,B
1000767,614,0.44301216999828785,C
1000768,332,0.8448540149012171,D
1000769,440,0.8261549750407612,C
1000770,246,0.5631447028042841,B
1000771,948,0.7445783485031807,C
1000772,16,0.5176093588403292,C
1000773,842,0.27595713674360567,B
1000774,255,0.2329941485542344,C
1000775,719,0.5762324617766981,A
1000776,657,0.30039325384327464,D
1000777,668,0.8494781673126044,A
1000778,796,0.6321936203724664,A
1000779,42,0.3193165402109155,B
1000780,714,0.22079717482028516,A
1000781,749,0.9973673030203781,D
1000782,589,0.5047293461120348,B
1000783,763,0.049311098070088044,D
1000784,133,0.7620329196368959,D
1000785,202,0.4878610998043328,B
1000786,630,0.9970787669395488,B
1000787,946,0.576018237245043,A
1000788,423,0.42354060236564006,C
1000789,24,0.7696812920631382,B
1000790,841,0.9901591822713317,D
1000791,149,0.44046342406330663,B
1000792,873,0.08581443959751522,A
1000793,216,0.20380135287660517,C
1000794,494,0.6230419928574829,B
1000795,715,0.668260581928406,D
1000796,927,0.6635283419996432,A
1000797,632,0.271281451382378,D
1000798,967,0.008334175248427611,D
1000799,277,0.6629816357201557,C
1000800,395,0.23116862013781703,D
1000801,1000,0.7096887983352221,C
1000802,544,0.08802066882265647,B
1000803,989,0.4579862621477807,A
1000804,160,0.018372225364892913,C
1000805,309,0.23620476570721272,C
1000806,140,0.08779501713730142,D
1000807,983,0.677994896564248,B
1000808,337,0.4491691853272449,B
1000809,700,0.8001050591640936,B
1000810,722,0.8986431697294524,B
1000811,971,0.7194405057906157,B
1000812,956,0.8216985158184922,C
1000813,631,0.26686261300447955,B
1000814,237,0.23091237759126637,A
1000815,665,0.37395940113050097,D
1000816,501,0.6878627041346999,D
1000817,320,0.3941507087014978,A
1000818,111,0.45160959256366207,A
1000819,40,0.5577009498134095,A
1000820,559,0.13530667419036257,D
1000821,917,0.20193200470915762,D
1000822,928,0.7114697456098066,B
1000823,750,0.12354421683543348,A
1000824,460,0.6340724182348205,A
